eatery_adddress eatery_cost eatery_cuisine eatery_id eatery_name eatery_F_M_Station  eatery_S_M_Station  eatery_highlights eatery_buffet_price eatery_buffet_details eatery_photos eatery_should_order eatery_popular_reviews eatery_trending eatery_opening_hours eatery_coordinates eatery_rating  eatery_wishlists eatery_title eatery_url converted_epoch eatery_id review_likes review_summary review_text review_time review_url scraped_epoch user_followers user_id user_name user_reviews user_url
     distance name distance name          rating votes              
 Costfor2:Rs.3000 "Chinese, Thai, Mexican, European, North Indian" 8893 Raasta "2 km" "Green Park Metro Station" "2.6 km" "Hauz Khas Metro Station" "[u'No Home Delivery', u'Dine-In Available', u'Serves Non Veg', u'Serves Alcohol', u'Air Conditioned', u'Outdoor Seating', u'Lounge']"   True CaribbeanChicken,GalautiKebab,ChilliPaneer 89  "12 Noon to 12:30 AM" 28.5536020000,77.1942640000 3.7 "1105 votes" "Very Good" 513 https://www.zomato.com/ncr/raasta-hauz-khas-village-new-delhi  8893
                      1409569760 540453e60d0cee69ad0ae1c2 5576161 2768441 10 "Nehal Kaur" https://www.zomato.com/users/nehal-kaur-5576161  8893 "2014-08-31 01:53:28" 17 Legendary https://www.zomato.com/review/ZMMdpr  1409430208.0
                      1409569763 540453eb0d0cee69ad0ae238 1057504 545571 7 "Dawa Sherpa" https://www.zomato.com/users/dawa-sherpa-1057504 "I have been here only once as the entry system is for couples only or free entry for ladies. The crowd was sassy and chic. Women's crowd was more then the men's, the ratio was 2:1. The drinks are affordable and its a place to partayy with some great music by the DJ. They have  terrace seating's too, or you can call it a smoking zone. It was overcrowded when i went there but enjoyed with my friends.A must visit place but remember you ought to have girls in your group to get an entry." 8893 "2014-03-28 20:29:38" 16 "Very Good" https://www.zomato.com/review/oPrnq 1 1396018778.0
                      1409569763 540453eb0d0cee69ad0ae239 1741381 510925 40 "Priyanka Anand" https://www.zomato.com/users/priyanka-anand-1741381 "It IS often that we friends think to chill and raasta is our choice !Options are many,even after all the hopping places on the HKV street ,we are back to RAASTA always !Happy people happy faces and happy music that s what takes me to the place ,plus the place feels so  jovial , i don t remember if  generally we have ever left the place before it  has shut down!I  hear people complaint of the service but i think it is completely ausum and well behaved staff caters to you even thou the place is packed everyone leaves after having a good time &amp; unlike other bars the quality  of liquor being served is great !Not much a foodie ,but i have loved the pasta,pizza,Caribbean chicken and Galauti Kebab s and our on my top list the portion being served is also just more than enough !Never forget to eat the HOT CHOCOLATE Souffle!Cheers to the place ! keeping getting us great music like you have always !" 8893 "2014-03-14 11:54:48" 1 "Very Good" https://www.zomato.com/review/Qmyyo 3 1394778288.0
                      1409569763 540453eb0d0cee69ad0ae23a 1208 508657 335 Madness!! https://www.zomato.com/users/madness-1208 "I have been to Raasta a couple of times and have never been disappointed. Out of all the places in HKV I believe Raasta is one the best; it offers great food, events and drinks. The staff is very kind and polite. I have mostly gone in a big group (15+ people), the service was excellent always!The best thing about Raasta is that unlike a typical HKV restaurant, it is not tiny. Extremely spacious, Raasta offers sumptuous food. I have tried their Mezze platter (veg and non veg), pizzas, pastas, chilli potatoes.The pizzas are very nice and cheesy, the base is thin but not paper thin. The pastas are very well balanced and beautifully cooked. The mezze is a 3.5/5 not amazing but not bad either. The chilli potatoes are average too.Overall Raasta is a great place to have a fun time with friends!" 8893 "2014-03-13 12:03:04" 82 "Very Good" https://www.zomato.com/review/XAzPm 5 1394692384.0
                      1409569763 540453eb0d0cee69ad0ae23b 1727738 504676 1 Palak.n.3108 https://www.zomato.com/users/palakn3108-1727738 "Wat a turn off ... Disgustin behaviour by the staff...Ppl below age of 25 not allowed to even enter inside... Deyre runnin some striptease or wat.... Overhyped overrated place.a no no forever" 8893 "2014-03-10 20:53:24" 1 Poor https://www.zomato.com/review/awnXz  1394465004.0
                      1409569763 540453eb0d0cee69ad0ae23c 1723990 503107 4 "Abhinav Marwah" https://www.zomato.com/users/abhinav-marwah-1723990 "This place is truly the best pub I have visited in the city. I understand a lot of people have many mixed reactions of this place but I truly have had an awesome experience both times me and my friends visited.The first time was on a quiet Monday night when the happy hours were flowing and keeping true to the name, we were in mood of major munchies. We ordered quite a bit from the Pepperoni pizza which was exquisite to the Chicken Risotto and Fried Calamari. We honestly did not expect the food to be this good understanding as Raasta has owned the honor of now being a premier Club and not a restaurant. The servers were always around to top off the drinks and had the courtesy enough to remember who was having what which adds the friendly feel to the atmosphere.The second trip was on the weekend when we were greeted by a huge line at the entry with stags waiting outside, the corridor being filled with screams and yelling. What was odd was that the entire village...read more" 8893 "2014-03-09 18:40:28" 10  https://www.zomato.com/review/ZDqae 3 1394370628.0
                      1409569763 540453eb0d0cee69ad0ae23d 1714680 498844 1 "Angad Khosla" https://www.zomato.com/users/angad-khosla-1714680 "Came across the place while pub crawling in Hauz Khas Village. Was surprised to find a place like this in the backyard. Cozy outdoor smoking unlike other crowded places near-by. The servers were extremely friendly, the jokes and witty remarks showed good spirit and were not just yes-no sir men. I was pleased to be slightly drunk and hence was able to bear through some of the singing being a karaoke night as expected the place is from the Caribbean and not Japan! Tried the Pepperoni pizza as a bit of munchies and would say is some of the best I've had back in India. Would love to head back soon." 8893 "2014-03-05 22:33:46" 2 Excellent https://www.zomato.com/review/BPaKG 5 1394039026.0
                      1409569763 540453ec0d0cee69ad0ae23e 1712892 497957 1 Prateek https://www.zomato.com/users/prateek-1712892  8893 "2014-03-05 03:15:30" 1  https://www.zomato.com/review/XADyd 4 1393969530.0
                      1409569763 540453ec0d0cee69ad0ae23f 753185 497839 5 "Debashis Maji" https://www.zomato.com/users/debashis-maji-753185 "One of the most dirtiest experience till date... uneducated staff... no manners... and strangest of all they think customers are fool doesn't notice what they are paying for... I should say go to any nearby dhaba but not this place... shit from my side and my last visit....Uneducated staff.. dont don't know how to do billing... above all showing attitude as if customers have no choice... pkease don't go there ever...----- 20 Nov, 2013 -----Nice place to relax.. decent staff... with a variety of food &amp; good taste.... worth spending time and money both..." 8893 "2014-03-04 23:57:07" 2 Poor https://www.zomato.com/review/ewQQD  1393957627.0
                      1409569763 540453ec0d0cee69ad0ae240 184561 478672 90 "Vidhi Bhagat" https://www.zomato.com/vidzb "Raasta has a huge seating place. We sat outside, it was nice to sit outside.We ordered Afghani Chicken, Penne Arrabiata, Chicken Caesar Salad, Garlic Bread, Raasta mocktail, blueberry smoothie.Afghani Chicken had a very strong smell of garlic! But it was decent in tastePenne Arrabiata was in mixed sauce(even though its not supposed to have cheese by the name)Chicken Caesar Salad was fineGarlic Bread was not like the ones we get at Pizza Hut/Domino's but more of home,made typeRasta Mocktail was good(I had asked them to go slow on the sugar syrup and that was ok)Blueberry smoothie was more like Lassi!The place is not very expensive.Was an ok Experience, but we had gone for lunch, perhaps visiting in the evening /night might make it a more buzzing place!" 8893 "2014-02-18 14:41:14" 55 Average https://www.zomato.com/review/gplAn 1 1392714674.0
                      1409569763 540453ec0d0cee69ad0ae241 763747 477686 16 "Shreya Kumar" https://www.zomato.com/users/shreya-kumar-763747 "The pros of this place -- separate smoking area seating- very good quantity of food- food is very tasty- nice ambiencecons -- only that I felt that the music a little bit loudIn all... Loved the place!!" 8893 "2014-02-17 17:23:50" 5 Excellent https://www.zomato.com/review/lXwBK  1392638030.0
                      1409569763 540453ec0d0cee69ad0ae242 1290145 468216 5 "Anirudh Dutta Gupta" https://www.zomato.com/users/anirudh-dutta-gupta-1290145 "To sum up in one word - 'Overrated'! Went to this place on a Sunday with a few friends , trying out a new place in HKV.First - nearly got trampled to death by the massive crowd inside. Forget about getting a place to sit, you will be jostled wherever you stand.Second - Stood at the bar yelling for nearly fifteen minutes ( no exaggeration ), before the idiot of a bartender was gracious enough to look in my direction and give me a drink. Apparently he is a big fan of the ladies.Third - The food. By some miracle I was able to find a waiter and order a mezze platter, however it turned out to be extremely average. I decided not to experiment any further.Verdict - if your idea of a good time at a bar is sweaty crowds dancing to ear splitting music ( which is a mix of anything ranging from rock n roll to trance to honey singh ), non existent customer service and a nonchalant management then yes, give it a try. Otherwise avoid like the plague." 8893 "2014-02-10 14:29:31" 4 Poor https://www.zomato.com/review/mwxDR 1 1392022771.0
                      1409569763 540453ec0d0cee69ad0ae243 1652603 467786 0 "LI SANGMA" https://www.zomato.com/users/li-sangma-1652603 "Heard very much about it but visited today....Raasta is awesome....excellent place to hang out wid friends and enjoyed here very much...Especially the drinks and the music the service is decent....Will defenitely visit here again..." 8893 "2014-02-10 00:16:40" 2 "Very Good" https://www.zomato.com/review/lNOQn  1391971600.0
                      1409569763 540453ec0d0cee69ad0ae244 272206 437787 5 "Ashrita C" https://www.zomato.com/users/ashrita-c-272206 "Pathetic food, everyone is sick the day after. We paid a huge bomb for food that was not good enough and also made us puke all night! Staff is not very attentive and despite it being a Monday night and not too crowded they were busy watching tv and not tending to the customers. Reggae night was on and Music was okay but nothing great. Avoid this place at all costs!" 8893 "2014-01-14 13:24:12" 3 Poor https://www.zomato.com/review/bEqpN 1 1389686052.0
                      1409569763 540453ec0d0cee69ad0ae245 1566405 430998 6 "Zohaib Mohammad" https://www.zomato.com/zohaib "Lights, Music and food mix well if they are delivered with right mix, So is the case when I went to this place for the very first time. It's bit pricy but one can go for a change and energy. Quickies ( Grilled Sandwiches, Pizza's, Pastas) are good in taste. Another level of energy is expected every time you go there.Overall it's a place which one can visit often" 8893 "2014-01-08 16:29:22" 13 "Very Good" https://www.zomato.com/review/ykmGD 1 1389178762.0
                      1409569763 540453ec0d0cee69ad0ae246 307749 430803 87 "Utsav Mehrotra" https://www.zomato.com/utsavmehrotra "Know quite a few people who like spending 30% of their salaries here almost every weekend.The place is normally packed on the weekends.The outdoor area seems quite nice and spacious.I personally dont think the drinks are cheap here as a lot of people I know say that.Haven't tried the food here as it looked more of a party place.Certainly a must visit." 8893 "2014-01-08 13:17:57" 32 Good https://www.zomato.com/review/ownMp 6 1389167277.0
                      1409569763 540453ec0d0cee69ad0ae247 946295 421615 43 "Pappy K" https://www.zomato.com/users/pappy-k-946295 "Been here a couple of times now and have enjoyed it each time.First time was on a weekend night so it was more drinks and they are one of the few places that serve Hoegarden on Tap in Delhi and have the big glasses and the orange slice that goes so well with the beer.Recently visited again for drinks and snacks and had a pizza, chilli chicken and shish touk.Pizza - We ordered a pepperoni and we might as well have ordered a plain cheese as there were about 5 slices of pepperoni on the whole pizza! The base and taste was good.Chilli Chicken - Hard to find fault in this dish anywhere in india and it was made in the typical punjabi wayShish Touk - This was well made and the hummus and pita bread along with it was good as well.Overall this place has a good ambience and good service and seems to have things going for it.Would definitely go back" 8893 "2013-12-31 19:01:28" 18 Good https://www.zomato.com/review/zvDDw 3 1388496688.0
                      1409569763 540453ec0d0cee69ad0ae248 109631 417403 37 "Ashvita Mandal" https://www.zomato.com/users/ashvita-mandal-109631 "Overpriced and have very small portion of food. Not a friendly service.. They took 1 hour to serve us and after the delay they brought  a wrong dish. Total waste of money and time." 8893 "2013-12-28 12:29:17" 12 Poor https://www.zomato.com/review/owmvK 2 1388213957.0
                      1409569763 540453ec0d0cee69ad0ae249 286378 414156 6 "Saurabh Chauhan" https://www.zomato.com/users/saurabh-chauhan-286378 "Nice place...enjoyed it. The best part was karaoke on Tuesdays" 8893 "2013-12-25 19:11:39" 2 Good https://www.zomato.com/review/xkaXv  1387978899.0
                      1409569763 540453ec0d0cee69ad0ae24a 1233635 412639 8 "Abhishek Sharma" https://www.zomato.com/users/abhishek-sharma-1233635 "Great music with great foods being servedLoved the ambience" 8893 "2013-12-24 07:49:17" 10 Excellent https://www.zomato.com/review/emeNq 1 1387851557.0
                      1409569763 540453ec0d0cee69ad0ae24b 1207698 410642 16 "Kushal Kaushik" https://www.zomato.com/users/kushal-kaushik-1207698 "Although Rasta is more famous for its ambiance, but it should be recognized for its Steak. The best I have had in Delhi." 8893 "2013-12-22 12:30:43" 3 Excellent https://www.zomato.com/review/abYkp 2 1387695643.0
                      1409569763 540453ec0d0cee69ad0ae24c 62721 408457 30 "Aman Kejriwal" https://www.zomato.com/users/aman-kejriwal-62721 "The service and the sitting arrangement , on the outside , needs to be improved. At first they'll ask you to take a seat and say that the attendant witll be there if you could just wait for a min..but trust me this 1 min seem to continue for ever.. apart from this , a great place .. even better food and nice ambience. Must go for college people :)(*P.S. take your ladies there guys , she'll love it )" 8893 "2013-12-20 09:20:30" 17 "Very Good" https://www.zomato.com/review/XGwgM 1 1387511430.0
                      1409569763 540453ec0d0cee69ad0ae24d 294278 408306 24 "Navish Dogra" https://www.zomato.com/users/navish-dogra-294278 "Raasta raasta raasta!! The moment you step in raasta, you can feel the energy. The music is great and the food is simply awesome. Off late raasta has become a synonym for happening Saturdays!! Will love to go there again!!Pic : DJ in action" 8893 "2013-12-20 00:04:07" 4 Excellent https://www.zomato.com/review/nKENo 1 1387478047.0
                      1409569763 540453ec0d0cee69ad0ae24e 487277 407753 42 Anuja https://www.zomato.com/users/anuja-487277 "So the best thing about this place is d huge terrace they have. Its always crowded wit an electic mix of people. The music varies n the sitting and dance area inside n the lounge outside has diff levels of volume so depending on ur mood u decide where u wanna be.The drinks are priced at par wit the rest of d joints here at hkv n d food I daresay is a tad better.Very Recommended for a casual wkend outing." 8893 "2013-12-19 14:55:22" 61 Good https://www.zomato.com/review/bmwpY 1 1387445122.0
                      1409569763 540453ec0d0cee69ad0ae24f 334771 404633 101 "Bhavna Rana" https://www.zomato.com/users/bhavna-rana-334771 "The food is ok. The drinks are super expensive. Its a monopoly in there! You wont relate to the music on most days but the energy in there is crazy. The bouncers at the entrance are snobbish, most of the staff is ex-TLR and thought they might not let you in even as couples or a large ladies group, you'll see stags who know the fella's get in hassle free. And dare you even go check out the place next door in front of them, they wont let you in after that. That's plain wrong. Not very lady friendly to be exact. Beer rates go up on gig nights to up to 500! Ridiculous! But still, its the best place there is in Hauz Khas Village so they are a bit snobbish. One of the most active and well manages places on social network. But need to manage the staff at the doors better.." 8893 "2013-12-16 15:44:16" 22 Average https://www.zomato.com/review/dmmAG 5 1387188856.0
                      1409569763 540453ec0d0cee69ad0ae250 574662 403522 2 "Ravinder Kaur" https://www.zomato.com/users/ravinder-kaur-574662 "A gr8 plac....carribean theme basd....food zz jus yumm.....pretty crowded....But lovd da place....!!!" 8893 "2013-12-15 16:36:26" 8 "Very Good" https://www.zomato.com/review/xkXvk 1 1387105586.0
                      1409569763 540453ec0d0cee69ad0ae251 467119 397191 4 "Nitesh Jain" https://www.zomato.com/users/nitesh-jain-467119 "Very nice awesome food. Nice cooperative staff." 8893 "2013-12-08 21:48:40" 11 "Very Good" https://www.zomato.com/review/XGeNe 1 1386519520.0
                      1409569763 540453ec0d0cee69ad0ae252 1448321 396057 309 "Narang Puneet" https://www.zomato.com/users/narang-puneet-1448321 "Raasta hmmmmmm such a wonderful place, its Saturday out and heard from my friends about this place,, and here it starts a journey to the great food, with good anbience great staff to deal wd you ,,,everybody be sure that visit this place wd empty stomach because the quantity is too much, we got our food packed after eating like devils,,The service is really comandable damm good, here you place the order and in right after 5 minutes order is served.My overall experience is like never before  , it was ultimate, surely recommends to everyone, and yaa dont forget to try galouti kebabs..Grrrrrreeeaaat." 8893 "2013-12-07 21:02:39" 96 "Very Good" https://www.zomato.com/review/XGnNy 4 1386430359.0
                      1409569763 540453ec0d0cee69ad0ae253 1132768 394182 22 "Jaydeep Singh Gusain" https://www.zomato.com/Madfoddie "Being A TOURIST  went there with a friend........had a good time. Good Fusion of REGGAE Music and BEERS Chilled OUT place to be...................Smokin Section or the Back veiw WAS AWKWARD .....But NEGLIGIBLE As the place had a GOOD VIBE ......Following the Culture of RASTA and ""SIR ROBERT NESTA BOB MARLEY"".it WAS QUIETE A TRIBUTE TO HIM FROM MY SIDE. as i WAS THERE ! ! ! !hope the place gets BETTER AND BETTER NEXT TIME I VISIT RAASTA........" 8893 "2013-12-05 23:41:52" 21 "Very Good" https://www.zomato.com/review/OlawE  1386267112.0
                      1409569763 540453ec0d0cee69ad0ae254 1437480 393168 3 "Yogesh Rajan Singh" https://www.zomato.com/users/yogesh-rajan-singh-1437480 "This was my second visit to HKV in as many weeks and this time it was time to go to Raasta. Ambience-wise...The place is nice, well done, well spaced for a comfy,noisy, lunch or dinner with your family or gang of friends!! I sat outside which was great for a wintery afternoon. We ordered the Afghani Chicken in starters, in the main course we had Fish &amp; Chips, Nasi Goreng, Karpao chicken curry with a some colas. Food-wise Afghani was just ok, no distinct flavour as such but it was well-cooked and tasted good. Nasi Goreng was good, having tried the original version of Nasi Goreng, innovation by adding sauce to the dish. Karpao chicken was not great, you could give it a miss. Fish &amp; Chips was average, the fish was just falling off when you forked into it.  Service was just ok, starters came between the main course but staff was courteous. The place was good value, not over-priced.Food: 3.5Service 3.5Value for Money: 3.5Ambience: 4" 8893 "2013-12-04 20:26:34" 5 Good https://www.zomato.com/review/MlmZK 1 1386168994.0
                      1409569763 540453ec0d0cee69ad0ae255 544116 391358 11 "Aarti Rawat" https://www.zomato.com/users/aarti-rawat-544116 "Raasta is one place in Haus Khas village that stands out, great music, good food and drink. All in all good place to hang out during weekend. If the place could have been a lot bigger bcz during weekend it gets so crowded you don't have anywhere to stand, still the place is amazing so if one wants to ease down and enjoy their evening. I would definitely recommend this place." 8893 "2013-12-02 21:51:24" 12 Excellent https://www.zomato.com/review/ExNXX 2 1386001284.0
                      1409569763 540453ed0d0cee69ad0ae256 785809 383623 0 "Parth Sharma" https://www.zomato.com/users/parth-sharma-785809 "Not friendly to left handers. Cups are specifically made to suit righty. Sitting was ok. Food was nice. Coffee was not. Service ok. But there are better choices available in the village itself. Nothing unique about it." 8893 "2013-11-25 13:50:13" 1 Poor https://www.zomato.com/review/XoyZB 1 1385367613.0
                      1409569764 540453ed0d0cee69ad0ae257 832943 383577 29 "Chirag Wadhwa" https://www.zomato.com/Wchirag "Almost always full, it can be difficult to get a table there. Somethings on the menu were not available, other than that the place is really nice. Their veg dylans galouti could make me ignore non veg for the rest of my life ! A must try dish !" 8893 "2013-11-25 13:10:54" 20 "Very Good" https://www.zomato.com/review/YgMkv 1 1385365254.0
                      1409569764 540453ed0d0cee69ad0ae258 87856 380749 57 "Irfan Mashkoor Khan" https://www.zomato.com/irfanmashkoorkhan "I like how this place is so chilled out with a kind of , if not total Rastafarian feel to it . its makes me feel when i sit outside that I am sitting in a bar in Mumbai rather than Delhi . The drinks and food are well priced and they don't go overboard like many places in Delhi when it comes to decor drinks food and ambiance in total. I being a staunch meat eater especially liked their tenderloin even though it wasn't exactly beef but buff ( i could be wrong).The drinks are the same all around I guess but what was right up my alley was the Hoegaarden  on tap !! The mojito was also well made and by the book rather that adding too much mint or soda like in the other places ive been to.So to sum it all up I'd say yes I would given the chance visit the place again and try out their other delicious choices on the menu ." 8893 "2013-11-22 20:12:14" 31 "Very Good" https://www.zomato.com/review/zrpOm 5 1385131334.0
                      1409569764 540453ed0d0cee69ad0ae259 1412757 375132 7 "Siddharth Monga" https://www.zomato.com/siddM "The basic structure is the same but the raasta decor makes a lot of difference, probably the only place in hkv with this feel!" 8893 "2013-11-17 11:08:48" 23 "Very Good" https://www.zomato.com/review/RAnBQ 1 1384666728.0
                      1409569764 540453ed0d0cee69ad0ae25a 890245 372491 6 "Shagun Batheja" https://www.zomato.com/users/shagun-batheja-890245 "music - a+service- a+staff - politefood - great , must try the Caribbean chicken strips... the shish touk... and the non veg mezze platter... i have gotten addicted to these three things... the mezze platter to be specific... every thing is fresh and they have maintained the original flavors...only problem is the crowd... i used to go every sunday... but now just cannot... i thought that the people on the gate has the right to reserve admission... but oh my god... on a sunday nite (ladies nite) u see more guys than girls.... rather than a nice chilled out place , gradually its getting a night club feel... as for the drinks on ladies nite .. more cranberry juice , almost no alcohol... thanks but no thanks..." 8893 "2013-11-14 12:09:52" 13 Good https://www.zomato.com/review/XoalO 2 1384411192.0
                      1409569764 540453ed0d0cee69ad0ae25b 342623 372346 1 "Rajit Vikram Singh" https://www.zomato.com/rajitsingh "One of the good things about Raasta is that you don't have to make your way through dingy alleys to get to the place. It's right where the main market begins and is really easy to locate, even for first time visiters.Ambience: The place looks good (without going over the top) and has a warm, yet modern vibe to it. They seem to play only Reggae music, which adds to the charm of the place.Service: The staff is friendly and they give great suggestions when you ask them for it. Delivery time is quick as well.Pricing: It could be a little steep, but I there are many places in HKV that are more expensive and fail to justify their prices.Food: In short, I loved it.The Caribbean Chicken strips where just the right amounts of crispy on the outside and juicy and tender on the inside. They could seriously give the KFC chicken a run for its money.The Nawabi Galouti was simply exquisite.The Louisiana Gumbo was a bit disappointing when compared to the previous...read more" 8893 "2013-11-14 02:45:43" 1  https://www.zomato.com/review/kvKbX 1 1384377343.0
                      1409569764 540453ed0d0cee69ad0ae25c 423166 350128 48 "Chaitanya Mohan Lekhwani" https://www.zomato.com/users/chaitanya-mohan-lekhwani-423166 "The dark green colour of the review system largely justifies my experience of the place. INSANE! I have been to this place roughly almost every other day since September 2012, and yes I call it to be one of the best if not the best place in the village. You can casually chill with the angeethi in the open area and sip on brilliant coffee or pick your poison in the chilling winter or beat the heat with their Sex on the Beach (recommended) in the summers.I myself am I huge fan of Tuesdays and Thursdays because those 2 nights are about music and voices more than anything.Tuesdays because of the Boombastic Karaoke nights and the fact that everyone who I have known from different places all find themselves comfortable at Rassta on that Tuesday.Thursday because they have made it a point to promote up and coming musicians, and more than it being an elaborate setup, sometimes its the impromptu stage and the closeness of the gig which makes it a more personal...read more" 8893 "2013-10-23 17:38:40" 2  https://www.zomato.com/review/NXOwO 1 1382530120.0
                      1409569764 540453ed0d0cee69ad0ae25d 1337984 350085 2 Dhruv https://www.zomato.com/users/dhruv-1337984 "Don't Even Think about it, specially if its a Tuesday.The Karaoke Nights here are supposed to brilliant, well if by brilliant you mean a bucket load of crap, then yes! They totally are!The duo who organize the night have to be the most Unprofessional and Unorganized people EVER.  They dont write down the songs in the order people asked for, and dont care to call out your name a second time, so that you can walk upto the mic from your table.The Regulars form a big group around the singing area, and are the only ones who get to sing, barring a lucky few.Whatever Songs this group requests are bumped up (people who walked in after us, were already done singing twice before our song came on).And when it did, some girl took the other mic and started singing. On asking for it, she refused to budge and kept singing.Has to be the worst venue for karaoke, and the most useless crew from Microphonics I've ever come across.Girls sing and move on to the...read more" 8893 "2013-10-23 16:48:32" 1  https://www.zomato.com/review/AgrGR 15 1382527112.0
                      1409569764 540453ed0d0cee69ad0ae25e 853975 345635 0 "KANISK NAYAN" https://www.zomato.com/users/kanisk-nayan-853975 "We went on a Friday evening to celebrate and enjoy. The place has good ambience and courteous staff. Music was low and we had to request twice for the volume to be turned up. Food was decent. Finally we had to lit up the atmosphere ourselves by talking crazy stuffs as Raasta was not helping one bit either by its music or drinks...LIT was a bit stronger than other places. Few options in Beer." 8893 "2013-10-19 18:31:36" 3 Average https://www.zomato.com/review/rexyM 2 1382187696.0
                      1409569764 540453ed0d0cee69ad0ae25f 1238478 343020 150 "Prarthna Wadhwa" https://www.zomato.com/prarthnawadhwa "We went to Raasta as was recommended by a good friend, to go and chill with friends.The place is in the new Hub of Delhi, i.e. Hauz Khaz Village. When we went there, it took us a while to locate the place correctly, due to heavy construction work happening outside the place, however once we entered, the place seemed nice and lively. It had two kinds of seating areas, one which was completely enclosed and non smoking and one which had some fresh air ventilation and was smoking. The decor was nice and pep. The place is more of the ""friends chilling"" place rather than the ""couples romance"" place.We were very impressed by the service and their patience because we took rather long to order. We ordered a couple of wines, a chilly potato, a chilly chicken and a grilled cottage cheese burger.The chilly potatoes were nice and yummy. I loved the way it was served in a bowl made out of fried noodles. Their seasoning was good, with just a tinge of sweetness and...read more" 8893 "2013-10-16 23:58:28" 34  https://www.zomato.com/review/LZXXq 5 1381948108.0
                      1409569764 540453ed0d0cee69ad0ae260 51151 342246 42 "Aditi Singh" https://www.zomato.com/aditi "A lot has been said about Raasta...It actually is Full on Weekends! So much so that you will have to squeeze yourself and try and find a space to stand.If you are lucky, you will find yourself tucked in a corner or at the bar...but slowly you will sink into the ambiance at Raasta!A must visit place for choice of drinks, ambiance and great music!From the time to time gigs they have to the Ladies special offer, this place is full of constant buzz and excitement.The only issue is the tiresome climb and the half broken stairs...a frequent site at HKV though....Would love to visit only for ambiance again!!" 8893 "2013-10-16 13:04:27" 15 Good https://www.zomato.com/review/kxnaa 1 1381908867.0
                      1409569764 540453ed0d0cee69ad0ae261 16128 334401 735 "Neha Mishra" https://www.zomato.com/nehamishra  8893 "2013-10-08 16:17:10" 117  https://www.zomato.com/review/reamd 1 1381229230.0
                      1409569764 540453ed0d0cee69ad0ae262 321164 329116 242 "Harnoor Chahal" https://www.zomato.com/harnoorchahal "So the night has not even begun as yet and I am burdened to socialize with two different set of friends (you know how awkward it is). So the binding factor being drinks and music. This was actually my first visit for many to follow. The place as you enter is not the most beautiful place ever BUT there is that calmness about it. It's settling and comfortable with those low seating couches and some high tables.So I start with some friends with a couple of beers and a veget mezze platter. The dips and the pita are actually really good. The falafel is exquisite. It's the perfect light food snack, if you're in a mood for it. As more people join in the service is running smooth and the food is arriving on time. The shish tawook ordered by one of my friends was an immediate favourite. The night progressed and so did the music and the exchange of conversations. The Live music gig was worth an experience. The perfect mix for music and drinks that got me through the...read more" 8893 "2013-10-03 16:01:56" 34  https://www.zomato.com/review/mMXpz 1 1380796316.0
                      1409569764 540453ed0d0cee69ad0ae263 413544 327058 91 "Nilofer Hasnain" https://www.zomato.com/nilofer "its located in a very spooky place, but good ambiance otherwise. food was good, had ordered cheese sambousek, pizza margarita and dylan's galouti [couldnt have any non-veg :( ]. everything tasted good, dyan's galouti tasted awsome but was super duper oily ( matlab dripping oil) so i had only one galouti.  In drinks I had a white russian (i tried white russian for the first time so cant really compare, but it was good). I was actually there for live music but had to leave before it even started. Also there were no desserts (except for the cheesecake, which i had eaten the day before so i didnt order it ).Overall ambiance, service and music were awesome.BUT PLEASE DONT USE SO MUCH OIL. and I've a very sweet tooth, so please more desserts availability.hopefully will attend the live music performance next time, which i've heard is very good." 8893 "2013-10-01 16:49:04" 25 Average https://www.zomato.com/review/EMwqr 1 1380626344.0
                      1409569764 540453ee0d0cee69ad0ae264 180163 321502 1001 "Chetan Soni" https://www.zomato.com/chetan  8893 "2013-09-26 14:09:47" 230  https://www.zomato.com/review/GGLry 7 1380184787.0
                      1409569764 540453ee0d0cee69ad0ae265 1233239 316534 0 Shweta https://www.zomato.com/users/shweta-1233239 "This place is very good but only  meant for high profile people..college students or average types  family can not afford costly food.So,raasta does not show any path for these people..with average financial condition.my pocket went light..huh.. wont come again here." 8893 "2013-09-21 16:12:08" 1 Average https://www.zomato.com/review/MLaMO  1379760128.0
                      1409569764 540453ee0d0cee69ad0ae266 1229230 315498 0 Gaurvarda https://www.zomato.com/users/gaurvarda-1229230 "Awesome place. Great food. Karaoke Nights are to die for!! :D" 8893 "2013-09-20 16:09:09" 1 "Very Good" https://www.zomato.com/review/yvxoO  1379673549.0
                      1409569764 540453ee0d0cee69ad0ae267 1223155 313836 48 "Suraj Sethi" https://www.zomato.com/users/suraj-sethi-1223155 "Everything is great about this place, nice food, good menu, decently priced and good people around. Go there on a sunday which is the ladie's night and you would have a good time. Although the place gets pretty crowded but it works for me. The place has both indoor and outdoor seating which is great in good weather. The place has a great vibe. The music is great on sundays.Try their chicken fafa and veg shwarma." 8893 "2013-09-18 20:00:12" 31 "Very Good" https://www.zomato.com/review/GMBQQ 2 1379514612.0
                      1409569764 540453ee0d0cee69ad0ae268 1207465 309463 2 Harpreet https://www.zomato.com/users/harpreet-1207465 "Good Music and Ambiance, but the food (i had quesadilla) were not worth it... felt like eating rajma in roti :PI went there hoping for good Mexican food.... so that was a disappointment, but wise the place is good.Also they have very less seating space so if you are going on a weekend in evening chances are u wont find a seat" 8893 "2013-09-14 15:21:19" 7 Average https://www.zomato.com/review/vdaNa 1 1379152279.0
